Contenedor;Fecha;Muestra ;B ppal;principal;Lateral 1;Lateral 2;Lateral 3;Lateral 4;Lateral 5;Lateral 6;Lateral 7;Lateral 8;Lateral 9;Lateral 10;Lateral 11;Lateral 12;Lateral 13;Lateral 14;Lateral 15;Lateral 16;Lateral 17;Lateral 18;Promedio;Temperatura;Promedio_2
C2;06-01-2020;8H2;B 2;61;17;18;11;12;16;26;9;;;;;;;;;;;;21,3;22.22;39
C2;13-01-2020;8H2;B 2;63;16;19;12;14;31;40;11;;;;;;;;;;;;25,8;24.84;39.5
C2;20-01-2020;8H2;B 2;63;17;19;12;14;31;40;12;;;;;;;;;;;;26;24.49;40
C2;20-04-2020;8H2;B 2;70;19;24;17;19;38;45;18;;;;;;;;;;;;31,3;23.82;44.5
C2;27-04-2020;8H2;B 2;70;20;25;18;19;38;47;19;;;;;;;;;;;;32;22.80;45
C2;04-05-2020;8H2;B 2;70;23;26;19;20;38;47;19;;;;;;;;;;;;32,8;23.16;46.5
C2;23-12-2019;8H2;B 4;67;11;16;6;14;10;12;6;11;12;10;9;10;4;11;6;12;14;23;13,9;24.98;39
C2;06-01-2020;8H2;B 4;67;15;17;7;14;11;12;7;12;12;10;10;11;5;11;7;12;15;23;14,6;22.22;41
C2;13-01-2020;8H2;B 4;67;12;16;6;16;11;12;7;12;11;26;10;10;4;11;5;30;22;25;16,5;24.84;39.5
C2;20-01-2020;8H2;B 4;67;12;16;6;16;11;12;7;12;11;26;10;10;4;11;5;30;22;25;16,5;24.49;39.5
C2;20-04-2020;8H2;B 4;71;16;19;13;19;19;19;21;20;18;32;20;17;8;16;9;37;22;25;22,2;23.82;43.5
C2;27-04-2020;8H2;B 4;71;19;21;15;21;19;21;23;22;19;33;24;19;10;19;12;37;22;25;23,8;22.80;45
C2;04-05-2020;8H2;B 4;73;23;22;26;22;23;25;26;24;20;24;25;20;12;23;14;37;22;27;25,7;23.16;48
C2;23-12-2019;8H2;B 5 ;81;15;15;17;21;18;15;14;13;12;13;11;13;10;21;16;19;7;;18,4;24.98;48
C2;06-01-2020;8H2;B 5 ;81;15;15;18;23;18;17;14;16;13;13;15;13;10;22;16;19;8;;19,2;22.22;48
C2;13-01-2020;8H2;B 5 ;79;17;16;19;21;19;16;14;20;12;14;12;15;11;25;44;34;17;;22,5;24.84;48
C2;20-01-2020;8H2;B 5 ;78;17;16;20;21;20;17;14;20;12;14;13;15;11;26;45;36;18;;22,9;24.49;47.5
C2;20-04-2020;8H2;B 5 ;79;20;20;30;30;28;22;24;29;17;23;24;26;18;37;54;41;19;;30,1;23.82;49.5
C2;27-04-2020;8H2;B 5 ;79;21;22;31;30;28;24;24;30;17;23;24;26;18;37;54;41;19;;30,4;22.80;50
C2;04-05-2020;8H2;B 5 ;79;22;24;33;30;29;24;24;30;18;24;25;27;19;37;54;41;19;;31,1;23.16;50.5
C2;23-12-2019;1H11;B 1;48;8;8;10;11;10;3;;;;;;;;;;;;;14;25.82;28
C2;06-01-2020;1H11;B 1;49;9;9;10;12;10;5;;;;;;;;;;;;;14,9;24.48;29
C2;13-01-2020;1H11;B 1;52;9;8;11;11;11;5;;;;;;;;;;;;;15,3;25.33;30.5
C2;23-12-2019;1H11;B 4;25;9;18;17;13;9;7;;;;;;;;;;;;;14;25.82;17
C2;06-01-2020;1H11;B 4;26;10;18;18;13;9;8;;;;;;;;;;;;;14,6;24.48;18
C2;13-01-2020;1H11;B 4;54;11;18;18;13;9;7;;;;;;;;;;;;;18,6;25.33;32.5
C2;23-12-2019;1H11;B 6;46;14;16;8;6;12;7;13;7;;;;;;;;;;;14,3;25.82;30
C2;06-01-2020;1H11;B 6;47;15;16;9;7;15;9;13;7;;;;;;;;;;;15,3;24.48;31
C2;13-01-2020;1H11;B 6;52;17;18;9;8;13;7;14;9;;;;;;;;;;;16,3;25.33;34.5
